,y_true,y_pred
0,6,6
1,7,7
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,4,4
16,5,5
17,1,1
18,1,1
19,1,1
20,2,2
21,3,3
22,3,3
23,1,1
24,1,1
25,1,1
26,1,1
27,8,8
28,9,9
29,9,9
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,10,1
54,11,1
55,4,4
56,5,5
57,5,5
58,5,5
59,4,4
60,5,5
61,1,1
62,1,1
63,1,1
64,1,1
65,1,1
66,1,1
67,1,1
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,4
85,1,5
86,4,5
87,5,5
88,5,5
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,10,10
98,11,11
99,11,11
100,1,1
101,10,10
102,11,11
103,11,11
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,10,10
117,11,11
118,11,11
119,1,1
120,1,1
121,1,1
122,2,2
123,3,3
124,3,3
125,1,1
126,1,1
127,1,1
128,1,1
129,1,1
130,1,1
131,10,10
132,11,11
133,11,11
134,1,1
135,1,1
136,1,1
137,1,1
138,1,1
139,1,1
140,1,1
141,1,1
142,1,1
143,1,1
144,1,1
145,4,1
146,5,1
147,1,4
148,1,5
149,1,5
150,1,5
151,1,1
152,1,1
153,1,1
154,1,1
155,4,4
156,5,5
157,1,1
158,1,1
159,4,4
160,5,5
161,5,5
162,5,5
163,1,1
164,1,1
165,1,1
166,1,1
167,1,1
168,2,2
169,3,3
170,3,3
171,1,1
172,4,4
173,5,5
174,5,5
175,5,5
176,1,1
177,1,1
178,1,1
179,1,1
180,1,1
181,1,1
182,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,12,4
190,13,5
191,1,1
192,1,1
193,1,1
194,1,1
195,1,1
196,1,1
197,1,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,1,1
205,1,1
206,1,1
207,1,1
208,1,1
209,1,4
210,1,5
211,1,5
212,1,1
213,1,1
214,1,1
215,1,1
216,1,1
217,1,1
218,1,4
219,1,5
220,1,5
221,1,1
222,1,1
223,1,1
224,1,1
225,1,1
226,1,1
227,4,4
228,5,5
229,1,1
230,1,1
231,1,1
232,1,1
233,1,1
234,1,4
235,1,5
236,1,1
237,1,1
238,1,1
239,1,1
240,1,1
241,1,1
242,1,1
243,1,1
244,1,1
245,1,1
246,1,1
247,2,2
248,3,3
249,3,3
250,3,3
251,1,1
252,1,1
253,1,1
254,1,1
255,1,1
256,1,1
257,1,1
258,1,1
259,1,1
260,1,1
261,1,1
262,1,1
263,1,1
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,4,4
270,5,5
271,5,5
272,5,5
273,5,5
274,5,5
275,5,5
276,5,5
277,5,5
278,5,5
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,1
286,2,4
287,3,5
288,1,1
289,1,1
290,1,1
291,1,1
292,1,1
293,1,1
294,1,1
295,1,1
296,1,1
297,1,1
298,12,12
299,13,13
300,13,13
301,13,13
302,4,4
303,5,5
304,1,1
305,1,1
306,1,1
307,1,1
308,1,1
309,1,1
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,4
317,1,5
318,1,1
319,1,1
320,2,1
321,1,1
322,1,1
323,1,1
324,1,1
325,1,1
326,1,1
327,1,1
328,1,1
329,1,1
330,1,1
331,1,1
332,1,1
333,1,1
334,1,1
335,1,1
336,1,1
337,1,1
338,1,1
339,1,1
340,1,1
341,1,1
342,12,12
343,13,13
344,13,13
345,13,13
346,4,4
347,5,5
348,5,5
349,5,5
350,1,1
351,1,1
352,1,1
353,4,4
354,5,5
355,5,5
356,5,5
357,5,5
358,5,5
359,5,5
360,5,5
361,5,5
362,5,5
363,5,5
364,5,5
365,1,1
366,1,1
367,1,1
368,1,1
369,1,1
370,1,1
371,1,1
372,1,1
373,1,1
374,1,1
375,12,12
376,13,13
377,13,13
378,13,13
379,13,13
380,13,13
381,1,1
382,1,1
383,1,1
384,1,1
385,1,1
386,1,1
387,1,1
388,1,1
389,1,1
390,1,1
391,1,1
392,1,1
393,1,1
394,1,1
395,1,12
396,1,13
397,1,1
398,1,1
399,1,1
400,1,1
401,6,6
402,7,7
403,7,7
404,7,7
405,7,7
406,1,1
407,1,1
408,1,1
409,1,1
410,1,1
411,1,1
412,1,1
413,1,1
414,1,1
415,1,1
416,1,1
417,1,1
418,1,1
419,1,1
420,1,1
421,1,1
422,1,1
423,1,1
424,1,1
425,1,1
426,1,1
427,1,1
428,1,1
429,1,1
430,1,1
431,1,1
432,8,8
433,9,9
434,9,9
435,1,1
436,1,1
437,1,1
438,1,1
439,1,1
440,1,1
441,1,1
442,2,2
443,3,3
444,3,3
445,3,3
446,3,3
447,3,3
448,1,1
449,1,1
450,1,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
457,8,6
458,9,7
459,1,1
460,1,1
461,2,2
462,3,3
463,3,3
464,3,3
465,1,1
466,1,1
467,8,8
468,9,9
469,9,9
470,1,1
471,1,1
472,1,1
473,8,8
474,9,9
475,9,9
476,9,9
477,9,9
478,9,9
479,9,9
480,9,9
481,9,9
482,1,1
483,1,1
484,1,1
485,1,1
486,1,1
487,1,1
488,1,1
489,1,1
490,1,1
491,1,1
492,1,1
493,1,1
494,1,1
495,1,1
496,1,1
497,1,1
498,1,1
499,1,1
500,1,1
501,1,1
502,1,1
503,10,10
504,11,11
505,11,11
506,1,1
507,1,1
508,1,1
509,10,10
510,11,11
511,11,11
512,1,1
513,1,1
514,1,1
515,1,1
516,1,1
517,1,1
518,10,10
519,11,11
520,11,11
521,2,2
522,3,3
523,3,3
524,3,3
525,3,3
526,3,3
527,3,3
528,3,3
529,3,3
530,1,1
531,1,1
532,1,1
533,1,1
534,1,1
535,1,1
536,1,1
537,1,1
538,1,1
539,1,1
540,1,1
541,1,1
542,1,1
543,2,2
544,3,3
545,3,3
546,3,3
547,3,3
548,3,3
549,3,3
550,3,3
551,3,3
552,3,3
553,3,3
554,3,3
555,3,3
556,8,8
557,9,9
558,9,9
559,8,8
560,9,9
561,9,9
562,8,8
563,9,9
564,9,9
565,9,9
566,9,9
567,9,9
568,9,9
569,8,9
570,9,9
571,9,9
572,9,9
573,1,1
574,1,1
575,1,1
576,1,1
577,1,1
578,1,1
579,1,1
580,1,1
581,1,1
582,1,1
583,1,1
584,1,1
585,1,1
586,1,1
587,1,1
588,1,1
589,1,1
590,1,1
591,10,10
592,1,1
593,1,1
594,1,1
595,10,10
596,11,11
597,11,11
598,1,1
599,1,1
600,1,1
601,1,1
602,1,1
603,1,1
604,10,10
605,11,11
606,11,11
607,2,2
608,3,3
609,3,3
610,3,3
611,3,3
612,3,3
613,3,3
614,3,3
615,3,3
616,1,1
617,1,1
618,1,1
619,1,1
620,1,1
621,1,1
622,1,1
623,1,1
624,1,1
625,1,1
626,1,1
627,1,1
628,1,1
629,2,2
630,3,3
631,3,3
632,3,3
633,3,3
634,3,3
635,3,3
636,3,3
637,3,3
638,3,3
639,3,3
640,8,8
641,9,9
642,9,9
643,8,8
644,9,9
645,9,9
646,1,1
647,1,1
648,1,1
649,10,10
650,11,11
651,11,11
652,1,1
653,1,1
654,1,1
655,1,1
656,1,1
657,1,1
658,10,10
659,11,11
660,11,11
661,2,2
662,3,3
663,3,3
664,3,3
665,3,3
666,3,3
667,3,3
668,3,3
669,3,3
670,1,1
671,1,1
672,1,1
673,1,1
674,1,1
675,1,1
676,1,1
677,1,1
678,2,2
679,3,3
680,2,2
681,3,3
682,3,3
683,3,3
684,3,3
685,3,3
686,3,3
687,3,3
688,3,3
689,1,1
690,1,1
691,1,1
692,1,1
693,1,1
694,1,1
695,1,1
696,2,2
697,3,3
698,3,3
699,3,3
700,3,3
701,3,3
702,3,3
703,3,3
704,3,3
705,3,3
706,8,8
707,9,9
708,9,9
709,8,8
710,9,9
711,9,9
712,8,1
713,9,1
714,9,1
715,8,8
716,9,9
717,9,9
718,9,9
719,9,9
720,9,9
721,1,1
722,1,1
723,8,1
724,9,1
725,9,1
726,9,1
727,1,1
728,1,1
729,1,1
730,1,1
731,1,1
732,1,1
733,1,1
734,1,1
735,1,1
736,1,1
737,1,1
738,1,1
739,1,1
740,10,10
741,11,11
742,2,2
743,3,3
744,3,3
745,1,1
746,1,1
747,1,1
748,1,1
749,1,1
750,6,6
751,7,7
752,7,7
753,7,7
754,7,7
755,7,7
756,1,1
757,1,1
758,1,1
759,1,1
760,1,1
761,1,1
762,2,2
763,3,3
764,3,3
765,3,3
766,3,3
767,3,3
768,1,1
769,1,1
770,1,1
771,1,1
772,1,1
773,1,1
774,1,1
775,1,1
776,1,1
777,1,1
778,1,1
779,1,1
780,1,1
781,1,1
782,4,4
783,5,5
784,2,2
785,3,3
786,1,1
787,1,1
788,1,1
789,1,1
790,1,1
791,1,1
792,1,1
793,1,1
794,2,2
795,3,3
796,1,1
797,1,1
798,1,1
799,1,1
800,1,1
801,2,2
802,3,3
803,3,3
804,3,3
805,3,3
806,3,3
807,3,3
808,3,3
809,3,3
810,3,3
811,3,3
812,1,1
813,1,1
814,1,1
815,1,1
816,1,1
817,1,1
818,1,1
819,1,1
820,1,1
821,1,1
822,4,4
823,5,5
824,5,5
825,5,5
826,1,1
827,1,1
828,1,1
829,1,1
830,1,1
831,1,1
832,1,1
833,4,4
834,5,5
835,5,5
836,5,5
837,2,2
838,3,3
839,1,1
840,1,1
841,1,1
842,1,1
843,1,1
844,1,1
845,1,1
846,1,1
847,1,1
848,1,1
849,1,1
850,2,2
851,3,3
852,3,3
853,3,3
854,3,3
855,3,3
856,3,3
857,3,3
858,3,3
859,3,3
860,3,3
861,1,1
862,1,1
863,1,1
864,1,1
865,4,12
866,5,13
867,5,13
868,5,13
869,5,13
870,5,13
871,5,13
872,1,1
873,1,1
874,1,1
875,1,1
876,1,1
877,1,1
878,1,1
879,1,1
880,1,1
881,1,1
882,1,1
883,1,1
884,1,1
885,1,1
886,1,1
887,1,1
888,1,1
889,1,1
890,1,1
891,1,1
892,1,1
893,1,1
894,1,1
895,2,2
896,3,3
897,3,3
898,3,3
899,3,3
900,3,3
901,3,3
902,3,3
903,3,3
904,3,3
905,3,3
906,1,1
907,1,1
908,1,1
909,1,1
910,1,1
911,1,1
912,4,4
913,5,5
914,5,5
915,5,5
916,1,1
917,1,1
918,1,1
919,8,8
920,9,9
921,9,9
922,1,1
923,1,1
924,1,1
925,1,1
926,1,1
927,1,1
928,1,1
929,1,1
930,1,1
931,1,1
932,1,1
933,1,1
934,10,10
935,11,11
936,4,4
937,5,5
938,5,5
939,5,5
940,1,1
941,1,1
942,1,1
943,1,1
944,1,1
945,10,2
946,11,3
947,11,3
948,10,10
949,1,1
950,1,1
951,1,1
952,1,1
953,1,1
954,1,1
955,1,1
956,1,1
957,1,1
958,1,1
959,1,1
960,10,10
961,11,11
962,2,4
963,3,1
964,3,1
965,1,1
966,1,1
967,1,1
968,8,8
969,9,9
970,9,9
971,1,1
972,1,1
973,1,1
974,1,1
975,1,1
976,1,1
977,1,1
978,1,1
979,2,2
980,3,3
981,3,3
982,10,10
983,1,1
984,1,1
985,1,1
986,1,1
987,1,1
988,1,1
989,1,1
990,4,4
991,5,5
992,5,5
993,5,5
994,10,10
995,11,11
996,2,4
997,3,1
998,3,1
999,1,1
1000,1,1
1001,1,1
1002,8,8
1003,9,9
1004,9,9
1005,9,9
1006,9,9
1007,9,9
1008,1,1
1009,1,1
1010,1,1
1011,1,1
1012,1,1
1013,2,2
1014,3,3
1015,3,3
1016,3,3
1017,3,3
1018,3,3
1019,3,3
1020,3,3
1021,3,3
1022,3,3
1023,3,3
1024,3,3
1025,1,1
1026,1,1
1027,1,1
1028,8,8
1029,9,9
1030,9,9
1031,9,9
1032,9,9
1033,9,9
1034,1,1
1035,1,1
1036,1,1
1037,1,1
1038,1,1
1039,1,1
1040,1,1
1041,1,1
1042,1,1
1043,8,10
1044,9,11
1045,1,1
1046,1,1
1047,4,4
1048,5,5
1049,5,5
1050,1,1
1051,1,1
1052,1,1
1053,1,1
1054,1,1
1055,10,2
1056,11,3
1057,1,1
1058,2,2
1059,3,3
1060,3,3
1061,3,3
1062,3,3
1063,3,3
1064,3,3
1065,3,3
1066,3,3
1067,3,3
1068,3,3
1069,3,3
1070,3,3
1071,1,1
1072,1,1
1073,1,1
1074,1,1
1075,1,1
1076,1,1
1077,1,1
1078,10,2
1079,11,3
1080,1,1
1081,2,2
1082,3,3
1083,3,3
1084,3,3
1085,3,3
1086,3,3
1087,3,3
1088,3,3
1089,3,3
1090,3,3
1091,3,3
1092,3,3
1093,3,3
1094,1,1
1095,1,1
1096,1,1
1097,1,1
1098,1,1
1099,1,1
1100,2,2
1101,3,3
1102,3,3
1103,3,3
1104,3,3
1105,3,3
1106,3,3
1107,3,3
1108,3,3
1109,3,3
1110,3,3
1111,3,3
1112,8,8
1113,9,9
1114,9,9
1115,1,1
1116,1,1
1117,1,1
1118,8,8
1119,9,9
1120,9,9
1121,1,1
1122,1,1
1123,1,1
1124,1,1
1125,1,1
1126,1,1
1127,1,1
1128,1,1
1129,1,1
1130,1,1
1131,1,1
1132,1,1
1133,1,1
1134,1,1
1135,1,1
1136,1,1
1137,10,10
1138,11,11
1139,11,11
1140,1,1
1141,1,1
1142,4,4
1143,5,5
1144,5,5
1145,1,1
1146,1,1
1147,1,1
1148,1,1
1149,2,2
1150,3,3
1151,3,3
1152,3,3
1153,3,3
1154,3,3
1155,3,3
1156,3,3
1157,3,3
1158,3,3
1159,3,3
1160,3,3
1161,1,1
1162,1,1
1163,8,8
1164,9,9
1165,1,1
1166,1,1
1167,1,1
1168,8,8
1169,9,9
1170,9,9
1171,9,9
1172,9,9
1173,9,9
1174,9,9
1175,9,9
1176,9,9
1177,9,9
1178,1,1
1179,1,1
1180,1,1
1181,1,1
1182,1,1
1183,1,1
1184,1,1
1185,1,1
1186,1,1
1187,1,1
1188,1,1
1189,1,1
1190,10,10
1191,11,11
1192,11,11
1193,1,1
1194,1,1
1195,4,4
1196,5,5
1197,5,5
1198,1,1
1199,1,1
1200,1,1
1201,1,1
1202,2,2
1203,3,3
1204,3,3
1205,3,3
1206,3,3
1207,3,3
1208,3,3
1209,3,3
1210,3,3
1211,3,3
1212,3,3
1213,3,3
1214,1,1
1215,1,1
1216,1,1
1217,8,8
1218,9,9
1219,9,9
1220,1,1
1221,1,1
1222,1,1
1223,8,8
1224,9,9
1225,9,9
1226,9,9
1227,9,9
1228,9,9
1229,9,9
1230,9,9
1231,9,9
1232,9,9
1233,9,9
1234,9,1
1235,9,1
1236,9,1
1237,1,1
1238,1,1
1239,1,1
1240,1,1
1241,1,1
1242,1,1
1243,10,10
1244,11,11
1245,11,11
1246,4,4
1247,5,5
1248,5,5
1249,5,5
1250,5,5
1251,5,5
1252,1,1
1253,1,1
1254,1,1
1255,1,1
1256,2,2
1257,3,3
1258,3,3
1259,3,3
1260,3,3
1261,3,3
1262,3,3
1263,3,3
1264,3,3
1265,3,3
1266,3,3
1267,3,3
1268,3,3
1269,1,1
1270,1,1
1271,1,1
1272,8,8
1273,9,9
1274,9,9
1275,1,1
1276,1,1
1277,1,1
1278,8,8
1279,9,9
1280,9,9
1281,9,1
1282,1,1
1283,1,1
1284,8,8
1285,9,9
1286,9,9
1287,1,1
1288,1,1
1289,1,1
1290,1,1
1291,1,1
1292,1,1
1293,1,1
1294,1,1
1295,1,1
1296,1,1
1297,1,1
1298,1,1
1299,1,1
1300,1,1
